Time Stamp:,Linear Time:,M1,M2,M3,M4,M5,M6,M7,M8
2025-09-09 14:00:00,38,60.33,66.44,84.67,59.5,57.72,56.56,21.17,58.28
2025-09-09 15:00:00,39,61.33,2.78,72.89,74.28,56.94,73.22,80.67,66.44
2025-09-09 16:00:00,40,71.22,79.44,70.89,28.94,40.83,52.06,73.44,76.39
2025-09-09 17:00:00,41,19.11,26.61,60.94,68.83,70.28,32.72,3.72,7.11
2025-09-09 18:00:00,42,66.06,58.72,59.72,39.17,49.11,81.83,73.11,65.33
2025-09-09 19:00:00,43,34.89,43.11,36.06,39.83,41.28,48.83,40.5,43.28
2025-09-09 20:00:00,44,32.56,32.33,40.67,22.72,13.67,13.06,2.61,15.22
2025-09-09 21:00:00,45,12.83,9.11,18.83,7.61,39.72,2.56,0.56,1.78
2025-09-09 22:00:00,46,36.28,45.39,25.94,42,46.06,4.56,0.39,10.22
2025-09-09 23:00:00,47,40.61,17.44,22,1.06,40.17,52.5,57.67,1.28
2025-09-10 00:00:00,48,45.78,29.06,0.72,1.22,36.5,54.89,15.39,67.89
2025-09-10 01:00:00,49,28.67,54.94,16.56,59.5,53.56,2.33,46.28,40.17
2025-09-10 02:00:00,50,43.56,42.39,17.83,56.94,27.44,49.33,56.94,43.56
2025-09-10 03:00:00,51,49.22,20.67,22.78,30.33,0.39,52.83,77.5,25
2025-09-10 04:00:00,52,12.89,16.78,8.61,2.06,41,13.39,18.94,42.5
2025-09-10 05:00:00,53,1.33,27.11,1.06,46.5,28,44.17,3.67,10.5
2025-09-10 06:00:00,54,65.33,11.17,55.22,11.44,24.56,5.11,1.67,1.83
2025-09-10 07:00:00,55,2,24,48.06,8.94,52.44,54.89,29.06,0.78
2025-09-10 08:00:00,56,49.22,45.44,31.33,45.94,21.61,5.39,19.28,1.78
2025-09-10 09:00:00,57,51.89,66.28,76.78,55.17,59.33,62.22,85.22,4.94
2025-09-10 10:00:00,58,70.28,67.67,68.11,50.67,62.06,74.83,24.78,37.5
2025-09-10 11:00:00,59,42.94,59.83,81.72,64.06,39.06,59.28,67.06,76.28
2025-09-10 12:00:00,60,69.39,58.17,64,74.89,70.61,51.72,56.89,69.83
2025-09-10 13:00:00,61,51.22,26.06,73.17,53.06,66.22,61.11,55.44,62.78
2025-09-10 14:00:00,62,60.94,81.39,62.72,59.78,66.67,74.22,81.78,62.06
2025-09-10 15:00:00,63,44.56,72.61,77.17,58.39,26.5,60.39,39.83,74.22
2025-09-10 16:00:00,64,73.28,73.61,36.78,79.28,69.06,87.5,77.28,67.94
2025-09-10 17:00:00,65,55.33,51.94,84.28,40.89,74.44,60.5,68.72,64.28
2025-09-10 18:00:00,66,66.5,67.56,53.17,64.33,49.06,56.83,73.33,35.33
2025-09-10 19:00:00,67,46.11,58.56,60,52.61,58.28,59.56,40.94,60.94
2025-09-10 20:00:00,68,14.78,6,25.06,3.83,23.72,10.72,8.89,28.17
2025-09-10 21:00:00,69,16.78,31.67,2.78,0.5,19.5,0.44,1.72,1.39
2025-09-10 22:00:00,70,49.11,38.39,3,0.5,2.78,3,1.72,2.11
2025-09-10 23:00:00,71,8.61,7.33,2.22,0.72,16.28,24.06,25.83,49.78
2025-09-11 00:00:00,72,0.72,1.06,1.33,1.22,47.06,40.39,62.39,19.89
2025-09-11 01:00:00,73,24.33,31.39,1.39,53.06,29.22,67.83,11.39,3.5
2025-09-11 02:00:00,74,46.89,36.33,39.06,46.11,12.17,68.06,30.17,36.11
2025-09-11 03:00:00,75,2.94,27.33,13.17,1.78,45.22,58.44,55.5,42.56
2025-09-11 04:00:00,76,38.83,13.72,4.33,48.28,28.56,2.94,29.28,2.94
2025-09-11 05:00:00,77,18.17,1.17,2,29,0.17,1.5,3.39,3.11
2025-09-11 06:00:00,78,5.56,21.67,0.89,8.5,51.94,2.94,3.78,2.61
2025-09-11 07:00:00,79,48.72,3.78,45.06,76,29.33,1.17,43.39,2.78
