,Start Time: ,2025-09-08 15:00:00, End Time:,2025-09-11 08:00:00,,,,
2025-09-08 16:20:00,1.57,2.17,0.3,5.9,0.72,1.03,0.74,0
2025-09-08 16:21:00,0.3,3.23,0.12,4.9,0.69,0,0.82,0
2025-09-08 16:22:00,0.4,5.46,0.32,5.91,0,0.87,0.22,0
2025-09-08 16:23:00,0.48,5.56,0.15,6,0.96,3.04,0.26,0.39
2025-09-08 16:24:00,0.38,2.23,0,6,0.2,2.99,0,5.57
2025-09-08 16:25:00,0.52,0,0,4.18,0,5.02,0.22,4.19
2025-09-08 16:26:00,0,0.24,0,6,0.15,5.53,0,3.98
2025-09-08 16:27:00,0.29,0,0,5.67,1.61,6,0,1.37
2025-09-08 16:28:00,0.67,0,0.33,6,1.53,5.76,0.43,0.16
2025-09-08 16:29:00,0.1,0.53,0,3.5,5.3,1.81,0,0.14
2025-09-08 16:30:00,0.4,0.28,0,6,4.04,4.25,0.27,0
2025-09-08 16:31:00,0.63,1.48,0.8,5.55,0.18,2.03,0.6,0.64
2025-09-08 16:32:00,0.84,0.74,0.43,5.99,1.42,5.78,0.17,0
2025-09-08 16:33:00,0.47,1.82,0.19,3.97,0.22,5.74,0.44,0.83
2025-09-08 16:34:00,2.55,0,0,2.96,0.36,5.2,2.44,0.66
2025-09-08 16:35:00,2.86,0,0.1,3.37,0,5.05,2.27,0
2025-09-08 16:36:00,3.99,0.09,0,2.13,1.24,5.9,0.23,0.1
2025-09-08 16:37:00,2.41,0.1,0,4.12,0,5.78,0.95,0
2025-09-08 16:38:00,0.36,0,0,4.16,2.36,4.35,0,0.14
2025-09-08 16:39:00,0.36,0.37,0.54,3.22,1.27,5.93,0,0
2025-09-08 16:40:00,0,0.76,0.88,3.19,0,5.61,0.78,0
2025-09-08 16:41:00,0.57,0,0,3.95,0,3.77,0.45,0.1
2025-09-08 16:42:00,0,0.27,0.24,1.89,0,1.11,0.26,0
2025-09-08 16:43:00,0.13,0,1,0.24,0.55,0,5.84,0
2025-09-08 16:44:00,0.51,0.48,0.55,0,0,0,5.77,0.45
2025-09-08 16:45:00,0.05,0,0,0.21,0,0,5.92,0
2025-09-08 16:46:00,0.3,0,0,0,0,0.54,5.81,0.4
2025-09-08 16:47:00,0,1.05,0,0.59,0,0.12,5.78,0
2025-09-08 16:48:00,0.3,0,0.46,0.41,0,0.45,6,0
2025-09-08 16:49:00,0,0,0,0.28,0,0,5.71,0
2025-09-08 16:50:00,0.72,0.31,0,0.17,0,0.25,5.66,0
2025-09-08 16:51:00,1.18,1.83,0,0.51,0,0,6,4.06
2025-09-08 16:52:00,2.46,0.38,0,0.97,0.49,0.16,5.96,5.63
2025-09-08 16:53:00,0.29,0.23,0,1.11,2.49,0,5.19,2.81
2025-09-08 16:54:00,0.21,0.63,0,0.33,0,0,5.39,0
2025-09-08 16:55:00,0.2,0.5,0.85,0,0.19,0,5.6,0
2025-09-08 16:56:00,0.23,0,1.25,0.22,0,0.87,4.39,0.14
2025-09-08 16:57:00,0,0,0.08,0.33,0.3,0,5.58,0
2025-09-08 16:58:00,0,1.15,0,0,0,0,5.68,0.23
2025-09-08 16:59:00,0.22,0.3,0.4,0,0.43,0.46,5.56,0
2025-09-08 17:00:00,3.45,0,0.17,0.37,0,0,5.43,0
2025-09-08 17:01:00,4.09,0.99,1.67,0,0.35,1.5,5.13,0
2025-09-08 17:02:00,1.83,0,0.21,0,0,1.33,0.93,0.45
2025-09-08 17:03:00,1.35,0,0,0.4,0,0.16,0.38,0
2025-09-08 17:04:00,0.23,0,0,0,1.07,0.24,0.08,0
2025-09-08 17:05:00,0.56,0.96,0.4,0.02,0,0,0.04,0
2025-09-08 17:06:00,0,0.28,0.37,1.13,0.65,1.7,1.62,3.02
2025-09-08 17:07:00,1.53,0,0,0.13,0.2,0,0.74,2.18
2025-09-08 17:08:00,2.98,0.74,0.41,0,0.63,0.71,0.51,4.1
2025-09-08 17:09:00,5.77,0.53,0,0.65,2.45,0.67,0.55,5.54
2025-09-08 17:10:00,5.39,0,0,0,3.68,0.19,0.39,5.83
2025-09-08 17:11:00,5.33,0.38,0,0,3.48,0.06,0,5.13
2025-09-08 17:12:00,5.15,0,0.42,0.47,3.52,0.54,0,4.68
2025-09-08 17:13:00,4.67,2.44,0.4,0.31,0.93,0.43,0,2.68
2025-09-08 17:14:00,5.96,0.3,4.32,0.4,0.18,1.14,0,3.27
2025-09-08 17:15:00,4.63,0,0.13,0.97,0,0.19,0.43,3.24
2025-09-08 17:16:00,3.28,0,0,2.73,0,3.75,0.05,3.75
2025-09-08 17:17:00,4.11,0.25,0.43,0,0,2.56,1.49,4.51
2025-09-08 17:18:00,5.47,0,0.29,0,0.41,1.93,0,3.69
2025-09-08 17:19:00,4.62,0.17,0,0.4,0,3.7,0,1.57
2025-09-08 17:20:00,3.76,0,0.37,0,0,1.4,2.71,0.08
2025-09-08 17:21:00,5.52,0.43,0,0.75,0.44,0.54,0.96,0.14
2025-09-08 17:22:00,3.97,2.47,0,0.3,0,1.3,0.46,2.36
2025-09-08 17:23:00,0.51,0.96,0,0.12,0,0.33,0,0.36
2025-09-08 17:24:00,0.17,0,0.26,0,0,0,0,0.41
2025-09-08 17:25:00,0.65,0,0.08,0,0,1.16,0,0
2025-09-08 17:26:00,0.43,0.16,0.89,0.71,0.25,5.07,0.69,0
2025-09-08 17:27:00,0,0,0.37,0.88,1.77,1.13,0.67,0.92
2025-09-08 17:28:00,0.5,0,0.2,0.38,0,0,0.63,0.4
2025-09-08 17:29:00,0,0.77,0.2,0,0.14,0,0.27,0.15
2025-09-08 17:30:00,0,0.25,0.48,0,0,0.78,0.61,0.26
2025-09-08 17:31:00,0.19,0.2,0.39,0.5,0.21,0.56,0,0.47
2025-09-08 17:32:00,1.77,0,0.5,0.03,0.42,0,4.67,1.21
2025-09-08 17:33:00,0,2.13,2.27,0.79,0,0.74,5.99,0
2025-09-08 17:34:00,0,4.86,3.65,0.26,0,0,5.7,0
2025-09-08 17:35:00,0,5.5,1.37,0,0.36,0.95,5.94,0.61
2025-09-08 17:36:00,0.51,4.94,2.46,0,0,0,2.42,0.18
2025-09-08 17:37:00,0,5.49,2.48,0.14,0.13,0.6,0.31,0
2025-09-08 17:38:00,0,5.43,2.24,3.33,0,5.48,0,1.95
2025-09-08 17:39:00,0.39,5.59,2.83,2.28,0.35,1.59,0.47,0.69
2025-09-08 17:40:00,0.32,5.08,1.67,0.11,0,0,0,0
2025-09-08 17:41:00,0.09,4.14,2.87,0.09,0,0,0.17,0.25
2025-09-08 17:42:00,0.19,5.42,0.24,0,0.48,0.22,0.77,0
2025-09-08 17:43:00,3.37,5.54,0.14,0.12,0,0.16,2.58,0.12
2025-09-08 17:44:00,2.71,5.23,0.16,0.13,1.38,1,0,1.39
2025-09-08 17:45:00,2.04,5.01,0,0,2.67,0.89,0,0.93
2025-09-08 17:46:00,0.4,5.81,0.1,0.85,0.19,0.26,0.04,1.9
2025-09-08 17:47:00,0,6,0,0.38,0.25,1.44,0.83,1.19
2025-09-08 17:48:00,0.26,5.97,0.57,0.9,0.37,0.12,0,0.72
2025-09-08 17:49:00,0,3.02,1.07,2.92,0.37,0,0,0
2025-09-08 17:50:00,0.54,0.12,0.89,4.86,2.24,0.62,0,0.19
2025-09-08 17:51:00,0,1.22,5.51,0.87,3.03,0,0.18,0.35
2025-09-08 17:52:00,0.72,2.08,3.27,2.74,3.95,0,0,0
2025-09-08 17:53:00,0,4.24,2.39,2.24,6,0.63,0,0
2025-09-08 17:54:00,1.19,4.29,2.11,2.54,5.97,0,0,0
2025-09-08 17:55:00,1.99,5.4,0.62,2.15,5.3,1.31,0.34,0
2025-09-08 17:56:00,4.55,5.84,0.13,2.04,5.2,0,0.23,0
2025-09-08 17:57:00,5.73,2.34,0.34,3.03,5.54,0,0,0
2025-09-08 17:58:00,4.54,1.46,0.42,3.38,5.74,0.79,4.16,3.52
2025-09-08 17:59:00,5.04,2.14,0,1.49,3.84,0.45,0,5.74
2025-09-08 18:00:00,4.63,0.9,0,0.42,6,0,0.29,5.15
2025-09-08 18:01:00,0.47,0,0.43,0.52,5.83,1.42,0,5.07
2025-09-08 18:02:00,0.42,0,0.56,0,5.68,0.87,0.6,3.6
2025-09-08 18:03:00,0.31,0.75,0.24,0,5.46,0,0.48,4.15
2025-09-08 18:04:00,0,0,0,0,5.49,0.43,0,4.64
2025-09-08 18:05:00,0,0.38,1.09,0.94,5.92,5.09,1.37,4.59
2025-09-08 18:06:00,0.42,0,0,0,5.79,3.37,0,4.52
2025-09-08 18:07:00,0,0.04,0,0,5.78,1.94,0.27,3.47
2025-09-08 18:08:00,0,0.8,0,0.3,5.96,4.7,0.49,1.52
2025-09-08 18:09:00,0.3,1.06,0.21,0.4,5.7,1.73,0.51,0
2025-09-08 18:10:00,0,0.79,0.18,0,4.95,0,0,0.77
2025-09-08 18:11:00,0.07,0,0.74,0,1.54,0,0.54,0.51
2025-09-08 18:12:00,0,0.26,0,0,3.88,0.55,3.11,0.45
2025-09-08 18:13:00,0.28,0.22,0.19,0.07,5.84,0,5,0
2025-09-08 18:14:00,0.15,0,0,0.58,6,0.33,5.79,0.6
2025-09-08 18:15:00,0.16,0.25,0.44,1.38,5.96,0.2,5.98,0
2025-09-08 18:16:00,0.23,0.03,0.11,0.82,2.82,2.07,5.66,0
2025-09-08 18:17:00,0,0.32,0,0.39,0.8,3.32,4.36,0
2025-09-08 18:18:00,0,0.15,0.66,0,3.08,0.88,5.22,0
2025-09-08 18:19:00,0.12,0.16,0,0.19,5.96,0.18,5.96,0
2025-09-08 18:20:00,0.29,0,0,0,5.19,0.33,5.68,0
2025-09-08 18:21:00,0.3,0.66,0,0.22,2.74,0,5.05,4.64
2025-09-08 18:22:00,0.38,0,0.81,0,2.28,0.19,0.76,5.8
2025-09-08 18:23:00,0.14,0,0.34,0.47,0.51,0,0.36,5.38
2025-09-08 18:24:00,0.24,0.39,0.16,0,0.5,0.38,0.58,5.96
2025-09-08 18:25:00,1.19,1.5,0,0,0.8,1.33,0,5.8
2025-09-08 18:26:00,5.01,0,0,0.21,0.21,3.16,0.2,6
2025-09-08 18:27:00,5.67,0.5,0,0.09,0,5.42,0.27,5.67
2025-09-08 18:28:00,4.99,0.2,0.8,0.12,0.59,5.57,0.77,5.88
2025-09-08 18:29:00,3.31,0.17,2.74,0.12,0,5.9,0,5.26
2025-09-08 18:30:00,4.26,0,0.88,0,0.35,6,0,5.77
2025-09-08 18:31:00,2.7,0.55,4.07,0.42,0.65,5.77,0,5.76
2025-09-08 18:32:00,4.24,0,3.72,1.6,0,5.92,1.12,3.46
2025-09-08 18:33:00,5.16,0.13,2.14,2.98,0.6,5.69,0,5.08
2025-09-08 18:34:00,6,4.89,0.81,4.25,0,5.75,0.41,5.69
2025-09-08 18:35:00,5.93,5.57,2.03,5.5,0.43,6,1.75,4.63
2025-09-08 18:36:00,5.91,4.75,2.55,1.14,0,5.84,0.61,4.51
2025-09-08 18:37:00,6,4.93,1.81,0.66,0,5.97,0,3.59
2025-09-08 18:38:00,4.3,4.64,2.68,2.12,1.29,5.96,0.05,4.45
2025-09-08 18:39:00,0.71,5.41,3.24,0.29,0,5.93,0.4,4.67
2025-09-08 18:40:00,0.6,5.32,3,1.57,0,4.43,0.6,5.18
2025-09-08 18:41:00,0.74,5.84,3.81,4.48,1.4,2.39,0.69,3.73
2025-09-08 18:42:00,0,4.34,2.58,5.81,0,1.04,0.36,5.98
2025-09-08 18:43:00,0,3.74,0.38,6,0,1.92,0,4.56
2025-09-08 18:44:00,0.62,4.48,0.57,5.82,0,0.76,3.63,5.26
2025-09-08 18:45:00,1.78,2.34,1.7,4.46,0.58,0.63,5.71,4.26
2025-09-08 18:46:00,3.37,0.91,1.93,5.95,1.44,0,4.99,4.08
2025-09-08 18:47:00,0,0,2.11,6,0,0.2,5.31,0.5
2025-09-08 18:48:00,0.44,0.25,1.08,5.96,0,0.43,5.81,0
2025-09-08 18:49:00,4.8,0.59,0.33,5.87,0,3.58,5.74,1.33
2025-09-08 18:50:00,5.94,0.18,0,6,0,0.38,5.74,0
2025-09-08 18:51:00,5.21,0.4,0,6,0,0.17,4.35,0.28
2025-09-08 18:52:00,3.85,1.51,0.08,6,0,0,5.64,0
2025-09-08 18:53:00,5.41,0,0,6,0.43,0.18,4.91,0.54
2025-09-08 18:54:00,5.4,0,0.8,5.11,0,0.92,6,0
2025-09-08 18:55:00,5.12,0,0.65,2.66,1.24,0.27,6,0
2025-09-08 18:56:00,2.95,0.29,0,5.06,0.68,0.43,6,0.34
2025-09-08 18:57:00,3.41,0,0,5.96,1.22,1.51,5.37,0.21
2025-09-08 18:58:00,2.66,0.26,0.46,6,0,4.88,5.92,0.45
2025-09-08 18:59:00,0.85,0.15,0.35,5.98,0.34,3.57,5.19,0
2025-09-08 19:00:00,0,0,0,6,0,5.98,2.42,0.16
2025-09-08 19:01:00,1.38,0.17,0.32,6,0,1.92,3.62,0
2025-09-08 19:02:00,0,0.04,1.06,1.96,0,0.61,5.79,0
2025-09-08 19:03:00,0.36,0,0.2,2.58,0,0,5.62,0.46
2025-09-08 19:04:00,0,0.35,0.37,3.44,3.53,0.05,2.48,0.19
2025-09-08 19:05:00,0,0.06,0.38,4.27,5.78,1.27,0.37,0
2025-09-08 19:06:00,0.96,4.67,0,3.41,5.88,0.54,0.56,0.15
2025-09-08 19:07:00,0,0.3,0.29,3.75,5.33,0.33,0,0
2025-09-08 19:08:00,0.42,0,0.23,4.2,5.74,0.72,2.35,0
2025-09-08 19:09:00,1.33,0.28,0,3.79,5.96,0,0,0.17
2025-09-08 19:10:00,0.91,0.25,0.45,3.42,4.36,0.64,0.4,1.12
2025-09-08 19:11:00,1.54,2.09,0.2,4.94,5.77,0,0,0
2025-09-08 19:12:00,0,0.14,0.49,6,5.99,0,0,0
2025-09-08 19:13:00,0,0.29,0.46,6,4.08,0.22,0,0.49
2025-09-08 19:14:00,0.64,0.29,0.45,5.95,4.98,1.14,1.17,0.09
2025-09-08 19:15:00,0.43,3.05,0,5.98,5.7,1.85,0.16,0.5
2025-09-08 19:16:00,0.31,5.48,0.24,6,4.22,0.31,0,0.28
2025-09-08 19:17:00,2.03,5.01,0.34,4.67,1.99,0.62,1.16,0
2025-09-08 19:18:00,1.67,5.26,0,6,0.93,3.53,0,0.27
2025-09-08 19:19:00,0.12,2.51,0.35,5.97,2.87,1.92,0.79,0
2025-09-08 19:20:00,0.5,0.96,0.51,3.41,5.92,0,0.46,0
2025-09-08 19:21:00,0.5,0,0.75,6,5.67,0.5,0.24,0.25
2025-09-08 19:22:00,0,1.89,1.18,6,3.17,0.47,0.4,0.44
2025-09-08 19:23:00,4.1,0,4.8,3.1,4.64,0,0.57,0.88
2025-09-08 19:24:00,0.71,0,4.84,4.32,3.58,1.59,0.81,0
2025-09-08 19:25:00,0.07,0.45,2.98,5.83,4.3,4.96,4.62,0.53
2025-09-08 19:26:00,0.3,3.17,1.53,6,5.34,3.76,2.18,0
2025-09-08 19:27:00,0.44,0.63,2.66,5.53,1.35,4.33,4.14,0
2025-09-08 19:28:00,1.24,0.79,1.79,6,1.67,5.76,3.4,3.41
2025-09-08 19:29:00,0,0,2.9,5.92,0.75,5.85,0.6,5.69
2025-09-08 19:30:00,1.11,2.81,3.34,6,0,5.97,0.16,5.86
2025-09-08 19:31:00,0.47,0.92,2.77,3.53,0.36,5.78,0,5.81
2025-09-08 19:32:00,0,0,2.84,5.5,4.88,5.85,1.31,5.3
2025-09-08 19:33:00,0.85,0,3.8,5.78,0.4,5.65,0,5.9
2025-09-08 19:34:00,2.86,0.28,4.15,6,0.47,5.51,0.68,5.04
2025-09-08 19:35:00,0,0.31,1.95,6,0.87,5.87,0,5.39
2025-09-08 19:36:00,0.17,0.22,3.9,5.65,0,5.81,0.28,5.89
2025-09-08 19:37:00,1.06,1.2,4.41,3.79,0.73,5.53,0.33,5.53
2025-09-08 19:38:00,0,0.21,5.21,5.88,1.12,5.76,0.05,5.93
2025-09-08 19:39:00,0.78,0.18,5.4,3.77,0,5.72,0.28,3.68
2025-09-08 19:40:00,0.36,0.27,5.23,4.85,0.35,1.7,1.21,4.63
2025-09-08 19:41:00,0.36,0,4.77,3.78,0,0.89,0.37,3.62
2025-09-08 19:42:00,0.29,2.23,5.13,4.77,0,0.54,0,1.99
2025-09-08 19:43:00,0.61,2.5,2.63,3.75,0,0,0.55,1.14
2025-09-08 19:44:00,0,0.44,4.96,3.94,0.87,0.08,1.13,0.99
2025-09-08 19:45:00,0,0,4.53,2.7,0,3.84,1.04,0.43
2025-09-08 19:46:00,0.92,0,5.72,0.39,5.07,4.85,1.16,0.2
2025-09-08 19:47:00,1.49,0.32,5.18,0.24,0.71,4.29,5.96,2.35
2025-09-08 19:48:00,0.15,0.58,5.2,1.25,2.23,0.97,4.29,0.37
2025-09-08 19:49:00,1.01,0,5.8,0.18,1.51,0.35,5.97,0.25
2025-09-08 19:50:00,0,3.41,4.01,1.66,0,0.09,5.72,0
2025-09-08 19:51:00,0.36,5.42,4.93,0.14,0.42,0.68,5.31,0
2025-09-08 19:52:00,0,5.88,5.63,0,0.73,1.33,5.93,0
2025-09-08 19:53:00,4.45,4.81,5.02,0.38,0.21,0.45,3.43,2.86
2025-09-08 19:54:00,2.2,3.78,3.59,0,0.68,0.95,5.55,3.31
2025-09-08 19:55:00,4.98,5.17,5.4,0.1,0.13,0.58,5.77,0.56
2025-09-08 19:56:00,5.7,5.79,5.21,0.55,0.76,3.87,5.23,0.26
2025-09-08 19:57:00,5.95,5.89,4.25,0,0,3.25,5.84,0.19
2025-09-08 19:58:00,5.81,6,2.07,0,0,1.37,5.61,0.11
2025-09-08 19:59:00,3.84,6,4.65,0,1.11,1.49,5.54,0
2025-09-08 20:00:00,5.22,5.88,5.62,0.4,4.08,1.22,6,0.71
2025-09-08 20:01:00,6,5.71,5.41,0.55,5.69,0.44,5.33,0.47
2025-09-08 20:02:00,4.57,5.79,4.84,0,5.25,0.59,4.23,0.22
2025-09-08 20:03:00,2.63,5.43,4.76,0.38,5.76,0.91,5.06,0
2025-09-08 20:04:00,5.51,4.63,5.58,0,5.86,3.65,5.97,3.46
2025-09-08 20:05:00,5.18,5.71,4.35,0.15,6,4.3,5.88,5.89
2025-09-08 20:06:00,5.89,5.97,5,3.24,5.46,5.32,5.45,5.84
2025-09-08 20:07:00,5.93,5.29,5.23,2.38,5.62,4.72,5.8,5.41
2025-09-08 20:08:00,1.76,5.13,5.1,4.15,5.37,4.87,5.88,4.94
2025-09-08 20:09:00,4.2,5.95,5.6,2.86,5.77,5.89,6,5.14
2025-09-08 20:10:00,5.91,5.94,5.08,4.15,6,6,4.31,5.38
2025-09-08 20:11:00,1.86,5.98,5.7,3.78,4.72,5.98,5.57,5.88
2025-09-08 20:12:00,0.75,4.72,5.88,2.36,4.79,5.37,5.91,5.66
2025-09-08 20:13:00,0.47,5.87,5.81,4.25,6,5.91,1.66,5.91
2025-09-08 20:14:00,4.79,6,6,4.16,6,5.53,2.2,6
2025-09-08 20:15:00,3.15,5.89,5.3,4.77,4.95,4.99,1.02,5.77
2025-09-08 20:16:00,4.09,5.99,5.83,5.72,5.77,5.86,0.6,3.92
2025-09-08 20:17:00,2.62,5.57,5.29,5.59,6,6,0,1.38
2025-09-08 20:18:00,2.09,6,5.42,5.81,4.43,6,1.15,0.74
2025-09-08 20:19:00,0.93,4.97,5.81,4.33,5.4,5.94,0.85,0.45
2025-09-08 20:20:00,1.06,5.9,6,6,5.47,6,1.2,0.5
2025-09-08 20:21:00,1.72,4.74,5.83,5.98,5.7,5.82,1.27,0
2025-09-08 20:22:00,0.36,5.86,1.3,6,6,4.93,0.19,0.19
2025-09-08 20:23:00,0.49,5.9,2.47,5.93,6,5.92,0.31,0
2025-09-08 20:24:00,0.23,5.63,5.5,6,5.54,6,0.26,0.46
2025-09-08 20:25:00,4.87,5.93,5.65,6,5.96,6,1.01,0.55
2025-09-08 20:26:00,5.89,5.94,4.97,5.95,6,6,5.87,3.97
2025-09-08 20:27:00,5.12,6,5.9,5.76,6,5.84,5.97,5.27
2025-09-08 20:28:00,5.52,5.91,5.96,6,6,5.33,5.47,5.97
2025-09-08 20:29:00,5.44,6,5.45,3.8,6,5.54,5.82,3.31
2025-09-08 20:30:00,2.89,6,5.39,3.87,4.46,5.86,5.99,5.18
2025-09-08 20:31:00,5.17,4.69,5.43,6,4.28,6,6,5.27
2025-09-08 20:32:00,5.08,4.19,5.69,6,6,5.89,5.91,5.55
2025-09-08 20:33:00,4.47,6,5.01,5.14,6,6,5.86,5.76
2025-09-08 20:34:00,6,6,5.45,5.35,6,6,5.97,5.96
2025-09-08 20:35:00,5.95,6,5.35,6,5.81,6,6,2.65
2025-09-08 20:36:00,6,6,5.88,6,5.91,6,6,5.79
2025-09-08 20:37:00,5.33,6,5.82,4.66,6,4.81,6,5.55
2025-09-08 20:38:00,3.4,6,5.6,6,6,5.29,6,6
2025-09-08 20:39:00,4.3,6,5.88,6,4.71,6,5.3,6
2025-09-08 20:40:00,6,6,5.76,6,5.97,6,5.47,6
