,Start Time: ,2025-09-08 15:00:00, End Time:,2025-09-11 08:00:00,,,,
2025-09-08 16:02:00,2.99,0,5.96,0.12,0,4.12,0,0.07
2025-09-08 16:03:00,2.46,0.33,1.64,0.09,0.33,4.34,0.19,0.41
2025-09-08 16:04:00,1.53,2.87,0,0.23,0.51,3.91,4.17,0.17
2025-09-08 16:05:00,1.98,0.42,0.53,3.38,0.19,2.04,2.59,0
2025-09-08 16:06:00,2.15,0,0,0.83,0.16,0.2,4.41,0.14
2025-09-08 16:07:00,1.96,0,0.8,1.05,0,0.2,3.07,0.17
2025-09-08 16:08:00,2.9,0,0.2,0,0.38,0,5.26,0.36
2025-09-08 16:09:00,0.92,0,0.39,0.2,4.92,0,4.83,0
2025-09-08 16:10:00,0.09,0.37,1.32,0.86,1.99,0,4.46,0.21
2025-09-08 16:11:00,0,0.25,0,0.66,3.08,0.27,4.33,0
2025-09-08 16:12:00,0.21,0,1.66,0,5.28,0,5.29,0.12
2025-09-08 16:13:00,0.32,0,0,1.61,4.67,0,3.77,0.68
2025-09-08 16:14:00,1.17,0.43,0,4.22,3.5,0,0.23,0.16
2025-09-08 16:15:00,0,0.72,0.8,1.24,1.2,0.07,0.42,0.32
2025-09-08 16:16:00,0,0.15,0,5.68,0.34,1.8,0.29,1.42
2025-09-08 16:17:00,0.12,0.27,0,0.11,0.49,0.02,0,3.2
2025-09-08 16:18:00,0.85,0.19,0.49,0.14,0,0.77,0,4.69
2025-09-08 16:19:00,0.16,0.03,0,0.02,0,0,0,1.71
2025-09-08 16:20:00,0.11,0,0.51,0.93,0.05,0.39,0.92,0.02
2025-09-08 16:21:00,0.31,0.6,2.09,0,0,0,0.08,0.33
2025-09-08 16:22:00,0.14,0.27,5.06,0,0.45,0.32,0.13,0.45
2025-09-08 16:23:00,0.24,0.15,6,0,0,0,0.15,1.57
2025-09-08 16:24:00,0.25,0,2.91,0.1,0,0,0,0
2025-09-08 16:25:00,0.04,0,0.16,0,0.49,0.28,0.78,0.05
2025-09-08 16:26:00,1.34,0.22,1,0,0,0.49,2.17,0
2025-09-08 16:27:00,0,0,0,0,0.42,1.96,1.38,0.23
2025-09-08 16:28:00,0.03,0,0.55,0.19,1.38,0.42,4.68,3.35
2025-09-08 16:29:00,0,0,0,0.23,0,0,0.3,5.16
2025-09-08 16:30:00,0.39,0,0.65,0,0,0.81,0.26,2.92
2025-09-08 16:31:00,0.08,0,0.42,0.25,0,2.26,0.06,1.34
2025-09-08 16:32:00,0.08,0,0,0,0.31,0,0.1,2.62
2025-09-08 16:33:00,0.11,1.59,0,0.29,0.3,0,0.08,2.06
2025-09-08 16:34:00,0.07,0.36,0.58,0,0.29,1.06,0,1.81
2025-09-08 16:35:00,0,0,0,0,0,0.37,0.75,3.14
2025-09-08 16:36:00,0,0,0,1.82,0,0,0.21,3.07
2025-09-08 16:37:00,0.17,0.41,0,4.8,0,1.05,0.77,2.85
2025-09-08 16:38:00,0,0,1.07,5.2,0.7,1.06,0,3.28
2025-09-08 16:39:00,0.06,0.1,0.43,3.96,0.59,0,0,3.64
2025-09-08 16:40:00,0.19,0,0,3.2,0,0.36,0,0.84
2025-09-08 16:41:00,0.53,0.97,0.18,3.12,0.02,0.04,0.18,0.26
2025-09-08 16:42:00,0.17,3.62,0.82,3.62,0.25,4.6,1.19,0
2025-09-08 16:43:00,0.06,2.35,5.16,2.46,0,2.23,0,0.15
2025-09-08 16:44:00,0,2.86,4.77,3.28,0,4.24,0.67,0.13
2025-09-08 16:45:00,0.54,1.19,5.61,3.9,0,2.85,0.12,0
2025-09-08 16:46:00,0,2.5,6,3.18,0.53,4.85,0,0.17
2025-09-08 16:47:00,0.25,2.78,6,0.66,0.29,4.04,1.19,1.11
2025-09-08 16:48:00,0,4.25,6,0,5.05,0.99,1.4,0.22
2025-09-08 16:49:00,1.66,5.98,5.55,0.12,0.54,0,1.26,0.15
2025-09-08 16:50:00,2.46,5.86,4.64,0.05,0.27,0,0,0
2025-09-08 16:51:00,3.14,6,5.71,0,4.29,0.33,0,0.11
2025-09-08 16:52:00,2.2,5.99,5.72,0,4.02,0,0,0.9
2025-09-08 16:53:00,2.12,1.48,3.13,0.5,4.43,1.4,2.94,0.04
2025-09-08 16:54:00,0.87,0.88,3.62,0,4.38,0.89,1.42,0
2025-09-08 16:55:00,0,5.34,4.08,0,4.18,2.12,0,0.46
2025-09-08 16:56:00,0.37,0.15,4.58,0,3.52,0,0,0
2025-09-08 16:57:00,0,0.49,5.3,0.13,4.33,0,0.47,1.28
2025-09-08 16:58:00,0,2.08,5.83,0.26,5.22,0.41,0,0
2025-09-08 16:59:00,0,0.47,3.73,0.09,5.73,0,0.77,0
2025-09-08 17:00:00,2.68,0.54,0,0,4.28,0,0,0.47
2025-09-08 17:01:00,2.55,0.46,0,0,4.33,0.03,0,0.57
2025-09-08 17:02:00,1.99,0.68,1.28,0,0.24,0.66,0.19,4.09
2025-09-08 17:03:00,1.08,0,0,0,0.96,0.31,1.45,2.43
2025-09-08 17:04:00,0.85,0.23,0,0,0,0,0.71,2.48
2025-09-08 17:05:00,2.39,0.18,0,0.24,0,0.18,0.42,4.47
2025-09-08 17:06:00,0.99,0.52,0,0.7,0,0.22,0.22,5.25
2025-09-08 17:07:00,0,0.27,0.05,0,0,1.32,0,3.66
2025-09-08 17:08:00,0,0.39,0.54,0.3,0,0,0.71,4.04
2025-09-08 17:09:00,0.35,0,0.68,0.48,0.2,1.29,1.51,1.6
2025-09-08 17:10:00,0.61,0,0.4,0.18,0,0,3.91,1.3
2025-09-08 17:11:00,0.17,0,0,0,0.63,0,1.86,1.02
2025-09-08 17:12:00,0,0.67,0,0,0.84,0.79,0,1.45
2025-09-08 17:13:00,0.2,0,0,0.49,1.44,0.51,0.34,0.01
2025-09-08 17:14:00,0,0,0.2,0.37,0,0,0.14,0.19
2025-09-08 17:15:00,0.61,0.34,0.4,0,0,0,0.64,0
2025-09-08 17:16:00,0.42,0,0.4,0,1.29,0.41,0,0.17
2025-09-08 17:17:00,0,0.49,0,2,0.09,0,0,0.18
2025-09-08 17:18:00,1.21,0,0.5,4.96,0,4.95,0,0
2025-09-08 17:19:00,0,0,0.2,5.65,0.29,5.41,0.43,0.35
2025-09-08 17:20:00,0,0,0.86,3.16,0.6,3.3,0,0.73
2025-09-08 17:21:00,0.16,0,0,3.3,1.17,5.38,0.83,0
2025-09-08 17:22:00,0,0.67,1.24,4.51,1.5,5.18,1.31,0
2025-09-08 17:23:00,0,0.14,0.4,4.28,0.33,4.44,0,0.13
2025-09-08 17:24:00,0,0,0.65,4.79,0.37,3.73,0,0.13
2025-09-08 17:25:00,0.15,0,0,5.13,1.07,4.06,0.42,0
2025-09-08 17:26:00,0,0.28,0,4.31,0.9,2.59,0.31,3.04
2025-09-08 17:27:00,0.36,0,0,4.83,2.12,5.15,0.06,0.32
2025-09-08 17:28:00,0,0,0,4.32,0,4.92,0.33,0
2025-09-08 17:29:00,0.39,0.28,0,4.77,0.56,2.82,2.23,0.38
2025-09-08 17:30:00,0.09,1.45,0,5.53,0.27,0.89,3.88,0
2025-09-08 17:31:00,0,0,0,5.37,0,0,0.1,0.75
2025-09-08 17:32:00,1.01,0,0,5.78,0.23,0.12,0,0.42
2025-09-08 17:33:00,0,0.17,0.4,5.19,0,0,0.16,0
2025-09-08 17:34:00,0,0,0,5.11,0,0,0,0.18
2025-09-08 17:35:00,0.35,0.37,1.04,5.7,0,0.34,0,0
2025-09-08 17:36:00,3.72,0.33,4.69,5.79,0,3.97,0.66,0.07
2025-09-08 17:37:00,2.74,0,5.93,5.99,0,0.48,0,1.16
2025-09-08 17:38:00,2.35,0.23,5.31,6,0,0,0.04,0
2025-09-08 17:39:00,2.81,0.43,4.96,5.83,1.54,0,0.11,0
2025-09-08 17:40:00,2.24,0.48,5.05,5.79,0.71,0.07,0.32,0
2025-09-08 17:41:00,1.89,2.09,4.92,5.78,1.8,0.3,0,0
2025-09-08 17:42:00,1.32,2.23,5.99,5.71,0.56,1.64,0,0.91
2025-09-08 17:43:00,1.67,1.92,6,4.47,1.95,0,0,0
2025-09-08 17:44:00,1.54,0.02,6,4.88,0.33,0.44,0.25,0.05
2025-09-08 17:45:00,1.67,0.52,6,5.62,0,0.28,0.34,0
2025-09-08 17:46:00,3.96,0,4.59,5.78,1.33,0.31,0.46,0
2025-09-08 17:47:00,2.3,0,4.18,5.25,3.25,0,0,0
2025-09-08 17:48:00,2.62,0,3,4.82,1.74,0.25,0,0.26
2025-09-08 17:49:00,4.77,1.12,5.66,4.65,0.45,0,0.23,0
2025-09-08 17:50:00,2.36,0,3.61,4.36,0.09,0.24,0.32,0
2025-09-08 17:51:00,3.24,0.19,5.6,2.71,0,0.03,0.42,0
2025-09-08 17:52:00,2.97,0,0.4,4.74,0.5,1.46,1.19,0
2025-09-08 17:53:00,0.93,0.52,0,2.68,0,0.26,0,0.18
2025-09-08 17:54:00,3.16,3.88,0,1.87,0,0,0.31,0
2025-09-08 17:55:00,4.06,0.7,0,3.09,0,0.62,0.39,0
2025-09-08 17:56:00,2.3,1.46,0,3.32,1.31,0,4.46,3.09
2025-09-08 17:57:00,4.96,3.66,1.94,4.37,3.85,0,1.13,2.23
2025-09-08 17:58:00,4.49,1.01,0.56,4.68,3.33,0.3,1.93,3.77
2025-09-08 17:59:00,4.49,0,0.7,2.36,4.95,0,3.16,4.41
2025-09-08 18:00:00,3.7,0.17,0,2.64,5.71,0,4.59,1.66
2025-09-08 18:01:00,0.59,0,0.6,3.46,3.71,0,4.84,4.84
2025-09-08 18:02:00,4.6,0.67,0,3.77,5.68,0,4.66,3.85
2025-09-08 18:03:00,2.45,0,0.65,1.55,5.58,0.46,5.59,2.3
2025-09-08 18:04:00,4.1,0.25,0,0,1.43,0,5.05,2.84
2025-09-08 18:05:00,3.97,0.15,0.85,0,2.47,0.01,4.56,3.64
2025-09-08 18:06:00,4.52,0.11,0.8,0.78,5.14,2.06,4.81,3.89
2025-09-08 18:07:00,4.08,0,0,0.53,1.93,0.73,5.66,2.7
2025-09-08 18:08:00,3.44,0.31,0.51,0,2.93,2.2,2.12,0.43
2025-09-08 18:09:00,1.81,0,0,0.09,3.21,2.09,3.49,0.91
2025-09-08 18:10:00,0.8,0,0,1.06,2.52,0.07,5.86,0.41
2025-09-08 18:11:00,3.96,0.21,0.57,0.26,0.39,0.89,5.58,0.33
2025-09-08 18:12:00,1.23,0.12,0.4,0.29,0.22,1.42,5.8,1.4
2025-09-08 18:13:00,4.15,0.16,0.06,0,0.25,3.62,6,0
2025-09-08 18:14:00,2.47,0,0.4,0.24,0.21,1.52,5.01,0.71
2025-09-08 18:15:00,1.41,0.2,0,0,0,0,5.72,1.29
2025-09-08 18:16:00,3.85,0.58,0.68,0,0.42,4.23,5.75,0
2025-09-08 18:17:00,2.7,0.11,0.72,0,0,0.17,5.5,0.08
2025-09-08 18:18:00,1.57,0,0,0.39,0,0,5.96,0.75
2025-09-08 18:19:00,2.35,0.59,1.32,0,0,0.08,6,0
2025-09-08 18:20:00,1.12,1.14,3.83,0.22,0,0,6,1.05
2025-09-08 18:21:00,1.58,0,0,0.75,0.35,0,1.46,0
2025-09-08 18:22:00,1.88,0.49,0,0.73,0.33,0.22,5.88,0.3
2025-09-08 18:23:00,2.13,0.15,0,0.31,0,0,5.77,0.17
2025-09-08 18:24:00,4.12,0.77,0,0.25,0,0.28,5.52,0
2025-09-08 18:25:00,0.97,0.14,0,3.83,0,0,5.7,0
2025-09-08 18:26:00,0.18,0,0,0,0.18,0.09,6,0.5
2025-09-08 18:27:00,0.65,0,0,0,0,0,4.16,0.38
2025-09-08 18:28:00,0,0,0,0.47,2.94,0,5.81,0
2025-09-08 18:29:00,0,3.05,4.31,0,0.76,1.02,5.77,0
2025-09-08 18:30:00,1.56,1,5.93,0,0,1.54,5.56,0.1
2025-09-08 18:31:00,0,0.43,6,0.31,0,0.65,6,0.13
2025-09-08 18:32:00,0,0,6,0.12,0.38,0.13,5.93,0
2025-09-08 18:33:00,0.06,0.25,6,1.11,0,0,5.89,0
2025-09-08 18:34:00,0.06,0,5.65,0.51,0,0,5.91,3.26
2025-09-08 18:35:00,0,0,5.75,0,0,0,5.41,4.02
2025-09-08 18:36:00,0,0.12,5.52,0,0.37,3.1,3.54,5.37
2025-09-08 18:37:00,0,2.25,5.86,1.31,0,0,4.2,4.85
2025-09-08 18:38:00,0,0.11,3.46,0,0.82,0,1.17,3.49
2025-09-08 18:39:00,0,0.61,5.79,0,4.09,0,0,3.83
2025-09-08 18:40:00,0.06,0,5.73,0.91,4.18,0.55,0.74,3.16
2025-09-08 18:41:00,0.13,0.03,4.55,2.79,2.77,2.36,0,3.43
2025-09-08 18:42:00,0.41,4.32,5.95,2.98,4.31,2.03,0.78,5.42
2025-09-08 18:43:00,0,3.76,5.1,4.39,4.04,0,0.24,4.45
2025-09-08 18:44:00,0.19,4.42,4.82,4.91,4.83,0,0,3.67
2025-09-08 18:45:00,0,3.46,4.26,3.78,5.78,0.49,0.16,3.44
2025-09-08 18:46:00,0,1.85,0.63,2.19,2.89,0,0.2,3.17
2025-09-08 18:47:00,0.08,3.03,2.74,2.91,3.95,0,0.05,3.99
2025-09-08 18:48:00,0,5.47,0.75,1.6,0.73,0.8,0.23,2.65
2025-09-08 18:49:00,0.17,5.88,0,0.28,3.43,0.67,1.36,2.55
2025-09-08 18:50:00,0,6,0.49,0,4.92,0.59,0.14,3.62
2025-09-08 18:51:00,0,5.68,0.84,0.29,3.2,0,0,3.99
2025-09-08 18:52:00,0,5.96,0,1.14,5.19,0.45,0.58,4.28
2025-09-08 18:53:00,0,5.88,0.82,0.22,4.07,1.43,2.64,3.64
2025-09-08 18:54:00,0.62,3.93,2.24,0,0.66,3.23,5.12,2.94
2025-09-08 18:55:00,0.08,4.37,0.53,0,0.06,3.9,3.8,0
2025-09-08 18:56:00,0,6,0,0.15,0.4,2.12,4.57,0
2025-09-08 18:57:00,0,5.99,0,0,0.37,2.12,5.79,0.59
2025-09-08 18:58:00,0,5.54,1.9,0.34,0,2.72,3.35,0.04
2025-09-08 18:59:00,0,1.98,0.62,0,0,5.98,0.13,0
2025-09-08 19:00:00,1.66,1.9,0.84,1.37,1.22,5.68,0.76,0
2025-09-08 19:01:00,0.74,4.22,0,1.88,0,4.22,0.46,0
2025-09-08 19:02:00,2.79,5.76,2.99,2.18,0.21,4.55,0.44,0.19
2025-09-08 19:03:00,3.29,5.06,5.67,2.41,0.51,4.89,0.16,0.5
2025-09-08 19:04:00,2.46,5.56,4.65,4.17,0,5.34,1.35,0.42
2025-09-08 19:05:00,3.19,5.9,3.74,3.67,0,4.95,0,0.14
2025-09-08 19:06:00,1.73,4.95,5.47,3.72,0,5.7,0.39,0
2025-09-08 19:07:00,1.73,1.41,5.61,0.16,0.24,3.69,0,0.42
2025-09-08 19:08:00,1.15,2.51,5.85,0,0.55,5.77,0.14,0.2
2025-09-08 19:09:00,0.75,3.3,1.89,0.53,0,4.96,1.09,0
2025-09-08 19:10:00,0,0.9,0.87,0.01,2.63,5.82,0.51,0.14
2025-09-08 19:11:00,0,0.22,0.4,0.13,3.05,6,1.15,0.36
2025-09-08 19:12:00,0.86,2.08,0,0,4.97,4.96,5.02,0
2025-09-08 19:13:00,0,3.56,0.72,0.5,4.44,5.94,0.69,0.32
2025-09-08 19:14:00,0.79,2.28,0.6,0,5.71,5.96,0.57,0
2025-09-08 19:15:00,2.99,2.98,0.37,0,4.15,5.99,0,0
2025-09-08 19:16:00,0.81,2.44,0.6,0,4.95,5.91,0.56,0.21
2025-09-08 19:17:00,3.1,1.97,0.38,2.56,5,5.81,0,0.64
2025-09-08 19:18:00,0.59,4.09,1.35,3.78,5.5,6,0.41,0
2025-09-08 19:19:00,0.06,3.23,0.78,2.9,5.62,5.64,0,0
2025-09-08 19:20:00,0.1,2.32,0,3.6,5.84,5.95,0,0.18
2025-09-08 19:21:00,0,0.6,0.4,5.41,2.99,5.95,0,0
2025-09-08 19:22:00,1.94,0,0,4.37,2.83,6,0.08,0.5
2025-09-08 19:23:00,0.06,0,0,5.1,2.38,5.36,0.55,0
2025-09-08 19:24:00,0.01,0.33,0.51,4.67,0,2.37,1.28,1.4
2025-09-08 19:25:00,0.99,0.03,0.07,4.15,0.81,2.94,0,4.63
2025-09-08 19:26:00,0,0.99,1.97,4.46,0,5.25,0,3.95
2025-09-08 19:27:00,0,0,0.8,2.02,1.73,2.79,1.24,5.23
2025-09-08 19:28:00,0,0.06,0.45,0.85,0.13,4.53,2.57,4.33
2025-09-08 19:29:00,1.28,0.74,0.3,0.53,0.13,3.85,3.03,1.36
2025-09-08 19:30:00,1.04,0.21,2.82,0.28,1.08,0.29,0.2,0.2
2025-09-08 19:31:00,2.05,1.39,1.4,0,0.41,0.6,0.42,0.75
2025-09-08 19:32:00,3.23,0,0,0.04,0.6,0,0,0.3
2025-09-08 19:33:00,1.98,0,0,0.91,0.26,0,0,0
2025-09-08 19:34:00,3.53,0.06,0,0.49,0,0.07,0.26,0.65
2025-09-08 19:35:00,2.01,0.87,1.82,0,2.4,1.83,0,1.12
2025-09-08 19:36:00,3.11,0.12,5.24,0.37,4.11,0,0,0.14
2025-09-08 19:37:00,2.95,0,4.35,0,5.4,0,0.11,0.56
2025-09-08 19:38:00,2.59,0.1,5.81,0.41,4.14,0.42,0.22,0
2025-09-08 19:39:00,0.11,0,5.83,0,1.37,0,3.66,0.32
2025-09-08 19:40:00,0.11,0,5.06,0,0.53,0.3,4.08,2.05
2025-09-08 19:41:00,0.12,0.46,6,3.08,0.17,0,4.61,2.92
2025-09-08 19:42:00,0.13,0,6,5.62,0.58,0,3.36,4.8
2025-09-08 19:43:00,0.79,0.29,5.74,5.44,0,0,4.64,3.52
2025-09-08 19:44:00,0,0,3.27,5.49,0.8,0,3.45,0.68
2025-09-08 19:45:00,0.69,0,4.15,4.96,1.09,0.72,5.54,0
2025-09-08 19:46:00,0,3.5,5.48,4.89,0,0.27,5.62,0
2025-09-08 19:47:00,0.52,4.9,5.95,4.48,0,0,3.95,0.27
2025-09-08 19:48:00,0.71,5.42,6,5.5,0.75,0.95,5.24,0.36
2025-09-08 19:49:00,1.5,2.77,5.77,4.62,0,3.15,5.38,0.71
2025-09-08 19:50:00,3.42,2.29,4.47,4.23,0.55,1.83,4.99,2.39
2025-09-08 19:51:00,0.98,2.08,0.58,5.01,0.27,3.18,5.51,2.26
2025-09-08 19:52:00,1.59,1.46,1.82,4.84,1.2,2.99,5.83,5.08
2025-09-08 19:53:00,3.32,2.48,0.46,5.56,0.7,0.33,4.57,2.66
2025-09-08 19:54:00,2.31,1.31,0.55,5.19,0.07,0,1.02,3.6
2025-09-08 19:55:00,1.56,0.36,0.39,1.96,0.41,0.82,0,3.6
2025-09-08 19:56:00,1.86,1.84,0.2,0.46,1.24,0.05,0.83,4.24
2025-09-08 19:57:00,2.74,5.94,0.27,0,5.21,0,0.41,3.39
2025-09-08 19:58:00,4.5,4.32,1.13,0.02,5.21,0.1,0.36,3.36
2025-09-08 19:59:00,0.96,4.69,0.63,1.17,2.85,0.93,0.82,4.79
2025-09-08 20:00:00,0.49,5.94,0.26,0.29,5.36,0.96,0,5.47
2025-09-08 20:01:00,0.68,4.85,1.2,1.45,2.93,0,0.69,5.87
2025-09-08 20:02:00,2.86,3.62,0.97,0,5.73,0,1.45,5.49
2025-09-08 20:03:00,0,6,0.6,0.09,4.52,0.58,5.85,5.66
2025-09-08 20:04:00,0,6,5.04,0,5.21,0.2,4.4,4.44
2025-09-08 20:05:00,0.6,5.97,5.99,1.67,5.71,0,2.54,5.34
2025-09-08 20:06:00,0,5.9,5.93,4.45,5.93,0.49,3.31,4.59
2025-09-08 20:07:00,1.09,6,5.56,4.57,5.48,5.63,2.05,4.67
2025-09-08 20:08:00,1.25,6,5.76,5.68,6,1.59,4.29,4.7
2025-09-08 20:09:00,1.79,5.98,5.71,5.64,5.83,0.98,5.39,5.81
2025-09-08 20:10:00,2.77,6,5.93,4.73,5.94,0,5.78,5.91
2025-09-08 20:11:00,5.25,5.54,5.96,5.12,5.11,0.8,4.94,5.77
2025-09-08 20:12:00,4.48,5.44,5.8,5.19,4.54,1.05,5.28,4.19
2025-09-08 20:13:00,3.14,5.58,5.1,5.29,5.7,4.77,5.44,5.35
2025-09-08 20:14:00,4.34,5.86,5.82,4.5,5.54,5.33,6,4.2
2025-09-08 20:15:00,3.7,5.61,5.38,5.62,5.04,4.34,6,5.74
2025-09-08 20:16:00,3.86,6,5.05,5.78,2.23,5.34,3.87,5.83
2025-09-08 20:17:00,4.89,6,3.77,6,0.55,4.96,5.77,5.5
2025-09-08 20:18:00,5.01,6,5.36,5.73,4.09,5.78,6,5.85
2025-09-08 20:19:00,4.91,6,5.94,6,5.42,5.95,6,5.88
2025-09-08 20:20:00,1.54,6,5.44,6,5.57,5.29,5.61,5.86
2025-09-08 20:21:00,0.64,5.83,4.69,5.24,4.97,5.79,4.99,5.56
2025-09-08 20:22:00,3.01,5.34,5.45,4.73,5.67,6,6,2.79
2025-09-08 20:23:00,3.72,5.3,5.6,5.06,3.2,5.43,5.71,3.56
2025-09-08 20:24:00,2.47,3.88,4.07,6,2.89,3.56,5.27,4.63
2025-09-08 20:25:00,2.53,3.28,4.18,3.63,3.4,4.66,5.85,5.94
2025-09-08 20:26:00,2.8,6,6,4.78,3.01,5.99,5.94,5.87
2025-09-08 20:27:00,3.07,4.48,6,5.96,1.41,6,5.55,5.88
2025-09-08 20:28:00,2.88,4.28,6,4.14,0.4,5.88,5.92,5.98
2025-09-08 20:29:00,5.47,5.77,6,4.99,0,5.64,6,3.65
2025-09-08 20:30:00,4.49,2.97,5.99,5.14,1.13,5.83,5.49,4.7
2025-09-08 20:31:00,2.43,3.65,6,6,0,4.13,6,5.6
2025-09-08 20:32:00,4.91,5.84,6,6,0.45,4.85,6,1.77
2025-09-08 20:33:00,5.33,6,4.33,5.88,0.43,6,5.94,1.91
2025-09-08 20:34:00,5.43,6,3.97,5.26,1.26,5.83,5.62,3.47
2025-09-08 20:35:00,5.24,5.98,6,6,0,4.05,6,6
2025-09-08 20:36:00,5.19,1.76,6,5.96,0.12,5.94,5.34,5.8
2025-09-08 20:37:00,5.31,3.34,5.52,6,0.89,6,5.92,5.97
2025-09-08 20:38:00,5.27,6,5.96,6,1.92,6,5.97,5.8
2025-09-08 20:39:00,5.45,5.88,4.99,4.81,4.94,6,6,5.99
